24,13120,10048,4416,"NaN"
47,41728,38400,49152,"NaN"
72,56320,72704,122880,"NaN"
96,149504,125952,172032,52736
120.5,196608,94208,96256,"NaN"
144.5,28672,180224,96256,"NaN"
