4,576,784,1104,"NaN"
24,5312,5120,5248,"NaN"
47,18176,58368,17920,"NaN"
72,136192,466944,117760,"NaN"
96,143360,121856,191488,"NaN"
120,151552,111333,197125,"NaN"
